"id","name","category","rating","review_count","address","phone","website","hours_status","google_maps_url","embedding","query_keyword","query_city","query_state","scraped_at","user_id"
"1","Little Millennium Preschool - Chandkheda, Ahmedabad","Preschool","5","38","Shop No 31, Aamrakunj Ayan, Neaby Nirbhay Hospital, 32-33, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424","080 3753 7193","https://preschool.littlemillennium.com/little-millennium/preschool-in-ahmedabad/preschool-in-Chandkheda/little-millennium-preschool-in-Chandkheda-ahmedabad--1HKe2O/home",,"https://www.google.com/maps/place/Little+Millennium+Preschool+-+Chandkheda,+Ahmedabad/@23.1214554,72.5200777,13z/data=!4m10!1m2!2m1!1spre+school+ahmedabad+gujarat+india!3m6!1s0x395e83a9ce462717:0x16fedfecf3c8c5d6!8m2!3d23.1214554!4d72.5962954!15sCiJwcmUgc2Nob29sIGFobWVkYWJhZCBndWphcmF0IGluZGlhWiQiInByZSBzY2hvb2wgYWhtZWRhYmFkIGd1amFyYXQgaW5kaWGSAQlwcmVzY2hvb2zgAQA!16s%2Fg%2F11x8xqn_73?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","[-0.044676706,0,0,0.08935341,-0.044676706,0,0.044676706,-0.08935341,0.08935341,0,0,0,0,-0.044676706,-0.044676706,0,0,-0.17870682,0,-0.08935341,-0.044676706,0,0,-0.08935341,-0.13403012,0,0,0.08935341,0,0,0,0,0,0,0,-0.044676706,-0.044676706,-0.08935341,0,0,0,0,0.044676706,0.044676706,-0.044676706,0,0.13403012,0.08935341,0.044676706,0.044676706,0.044676706,0,0,0,0,0,-0.044676706,0.044676706,0,0,0,0,0.044676706,0.044676706,0,0.13403012,-0.08935341,0,0,-0.044676706,-0.044676706,0.13403012,0,0,0,0,0,0.044676706,-0.13403012,-0.044676706,-0.044676706,0,0,0.044676706,0,0,-0.22338353,-0.044676706,0,0.08935341,0,0.044676706,0.044676706,0.044676706,-0.044676706,0,0,-0.08935341,0,-0.044676706,0.08935341,0,-0.044676706,0.08935341,0,-0.08935341,0,0,0,0,0,-0.044676706,0,0,0.08935341,-0.044676706,0,0,0,-0.08935341,0,0,0,0,0,-0.13403012,0,-0.13403012,0,0,0,0,-0.17870682,-0.17870682,-0.044676706,-0.044676706,-0.044676706,0.044676706,0,0.08935341,0,0.13403012,-0.044676706,0,0,0,0,0.044676706,0,0,0,-0.08935341,0,0,0,-0.08935341,-0.08935341,0,0,0,-0.044676706,-0.044676706,0.044676706,0,-0.044676706,0,0,0,0,0,0,-0.044676706,0,0.08935341,0,-0.08935341,0,0.08935341,0.044676706,-0.044676706,0,0,0,0,0.044676706,0.08935341,0.044676706,0,0,0,0,0,0,-0.13403012,0,-0.044676706,-0.044676706,-0.044676706,-0.13403012,0,0,0,0,0.08935341,-0.044676706,0,-0.044676706,-0.044676706,-0.22338353,-0.08935341,0,-0.13403012,0,0.044676706,0.044676706,0.08935341,0,-0.044676706,0,0,0,-0.044676706,0.044676706,0,0,0.08935341,0,0,0,0.044676706,0,-0.044676706,-0.044676706,0.044676706,0.044676706,-0.044676706,-0.044676706,0,0.044676706,0,0,0,0,0,-0.044676706,0,0,0,-0.044676706,0,0.044676706,0.044676706,0,0.044676706,0.13403012,0,-0.08935341,0,0,0.044676706,0,0.044676706,0,0,0,0.044676706,0,0,-0.044676706,0,0,0,0.044676706,0,0,0,0,0,0,0.044676706,-0.044676706,-0.044676706,0,0,0,0.044676706,-0.044676706,0.044676706,0,0,0,-0.08935341,0.044676706,0,0.044676706,0,-0.044676706,0,0,0,0,-0.044676706,0,-0.044676706,0,0,0,-0.044676706,0,-0.13403012,-0.044676706,0,0,0.13403012,0.044676706,0.044676706,0,-0.044676706,0,0.08935341,0,0,0,0,0.044676706,0,-0.044676706,0,0,0.044676706,-0.044676706,0,0,-0.044676706,0.044676706,0,0,0.08935341,0.044676706,0,-0.044676706,-0.044676706,0.08935341,0.044676706,0,0,0.044676706,0,-0.044676706,0,0,0.044676706,0.044676706,0,0.08935341,0,0,0,-0.044676706,0,0.044676706,-0.08935341,0.044676706,0.044676706,0.044676706,0,0.08935341,-0.08935341,0.044676706,0.044676706,0.044676706,-0.08935341,-0.044676706,0.044676706,0,0,0,0.08935341,0.044676706,0.044676706,0.044676706,0,-0.044676706,0]","pre school","ahmedabad","gujarat","2026-05-13 04:54:45.773995+00",
"2","Podar Prep Preschool - Chandkheda","Kindergarten School","5","78","44, T P Rd, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424",,"https://podarprep.com/gujarat/best-preschool-in-ahmedabad/",,"https://www.google.com/maps/place/Podar+Prep+Preschool+-+Chandkheda/@23.1165882,72.5195734,13z/data=!4m10!1m2!2m1!1spre+school+ahmedabad+gujarat+india!3m6!1s0x395e8343468b9d5b:0x4fb3bdbd80cfd7b3!8m2!3d23.1165882!4d72.5957911!15sCiJwcmUgc2Nob29sIGFobWVkYWJhZCBndWphcmF0IGluZGlhWiQiInByZSBzY2hvb2wgYWhtZWRhYmFkIGd1amFyYXQgaW5kaWGSAQxraW5kZXJnYXJ0ZW6aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVrUkZwWFpFNWpSbFY0V0RKS1RGTklRbEZqUmtaSFdsVmtSazVWUlJBQuABAPoBBQjqAhBI!16s%2Fg%2F11txlcwpyz?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","[0,0,0,0,-0.05447347,-0.05447347,0,0,0.05447347,0,0,0.05447347,-0.05447347,-0.05447347,0,0,0,-0.05447347,0,-0.05447347,-0.05447347,0,0,-0.05447347,-0.10894694,0,0,0.10894694,0,0,0,0,-0.05447347,0,0,0,-0.10894694,-0.05447347,0,0,0,0,0.05447347,0,-0.05447347,0,0.10894694,0,0.05447347,0,0.05447347,0,0,0,0,0,0.05447347,0,0,-0.05447347,0,0,0,0,0,0.05447347,0,0.05447347,0,-0.05447347,0,0,-0.05447347,0,0,0,0,0.10894694,-0.10894694,0,-0.05447347,-0.05447347,0,0,0,0,-0.21789388,-0.05447347,0,0.10894694,0,0.05447347,-0.05447347,0.05447347,0,0,0,-0.10894694,0.05447347,0,0.10894694,0.05447347,-0.05447347,0.05447347,0,-0.10894694,0,0,0,0,0,-0.05447347,0,0,0.05447347,0,0,0,0,-0.05447347,0.05447347,0.10894694,0,0,0,-0.10894694,0,-0.10894694,0.05447347,0.05447347,0,-0.05447347,-0.10894694,-0.05447347,-0.05447347,0,0,0,0,0.10894694,0,0.10894694,-0.16342041,0,0,0,0,0.05447347,0,0.05447347,0,0,-0.05447347,0,0,-0.10894694,-0.10894694,0,0,0,-0.05447347,0,0,0,0,0,0,0,0.05447347,0,-0.05447347,0,0.05447347,0.10894694,0,-0.05447347,0,0.05447347,0,0,0,0,0,0,0,0.05447347,0,0.05447347,0.05447347,-0.05447347,0.05447347,0,0,-0.10894694,0.05447347,0,-0.10894694,-0.05447347,-0.16342041,0,0,0,0.05447347,0.05447347,0,0,-0.05447347,0.05447347,-0.27236736,0,0,-0.16342041,0,0.05447347,0,0,0,0,0,0,0,0,0,-0.05447347,0,0.05447347,0,0,0,0.05447347,0,-0.10894694,0,0,0.05447347,0,0,0.05447347,0,0,0,0,0.05447347,0,-0.05447347,0,0,0,-0.05447347,0,0.05447347,0.05447347,0,0.16342041,0.05447347,0,-0.05447347,0.10894694,0,0.05447347,0,0.05447347,0,0,0,0,-0.05447347,0,-0.05447347,-0.05447347,-0.10894694,0,0,0,-0.05447347,-0.05447347,0,0,0,0,0,-0.10894694,0,0,0,0,-0.05447347,0.10894694,0,0,0,-0.16342041,0,-0.10894694,0,0,0,0,0,0.05447347,0,0,0,0,0,-0.05447347,0,-0.05447347,-0.05447347,-0.05447347,0,0.05447347,0.05447347,0.16342041,0,0,0,0,0,0,0,0,0,0,0,0,0.05447347,-0.10894694,0,0,0,0,0,0,-0.05447347,0,0,0.05447347,0,0.05447347,-0.05447347,0.05447347,0.10894694,0,0,0.05447347,0,0,0,0,0,0,0,0,0.10894694,0,0.05447347,0,0.05447347,0,0,-0.05447347,0,0,0.05447347,0.05447347,0.05447347,-0.05447347,0.05447347,0,0.05447347,-0.10894694,0,0,0.05447347,0,0,0.16342041,0.05447347,0.05447347,0.05447347,0,0,0]","pre school","ahmedabad","gujarat","2026-05-13 04:54:59.126253+00",
"3","ARPAL PRE-SCHOOL & DAY CARE","Preschool","4.9","38","1, Aditi Elite, opposite Manilal Party Plot, GIDC Bhat, Motera, Ahmedabad, Gujarat 380005","097270 00464",,,"https://www.google.com/maps/place/ARPAL+PRE-SCHOOL+%26+DAY+CARE/@23.1130647,72.5345125,13z/data=!4m10!1m2!2m1!1spre+school+ahmedabad+gujarat+india!3m6!1s0x395e8390b0b423bf:0x6fd75ccacddea6a0!8m2!3d23.1130647!4d72.6107302!15sCiJwcmUgc2Nob29sIGFobWVkYWJhZCBndWphcmF0IGluZGlhWiQiInByZSBzY2hvb2wgYWhtZWRhYmFkIGd1amFyYXQgaW5kaWGSAQlwcmVzY2hvb2zgAQA!16s%2Fg%2F11sz08sp_d?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","[0,0.123796895,0.123796895,0,0,0,0,0.061898448,-0.061898448,0,0,-0.061898448,0,0,0,0,0,-0.061898448,0,-0.061898448,0.061898448,0,0,-0.061898448,0.061898448,0,0,0,0,0.061898448,0.061898448,-0.123796895,0.061898448,0.123796895,-0.061898448,-0.061898448,0,-0.061898448,0.061898448,0.061898448,0,0,0.061898448,0,0,0.061898448,0.123796895,0,0.061898448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123796895,0,0,0,-0.061898448,0,0.061898448,0,0,0,0,0,0.123796895,-0.061898448,0,0,0,0,0,0,-0.061898448,0,0,0,0.061898448,-0.061898448,0,0.061898448,0.123796895,0,0,0.061898448,0,0,0,0.061898448,0,0,0.061898448,0,-0.123796895,0,-0.061898448,0,0,0,-0.061898448,0,-0.061898448,0.061898448,0.061898448,0,0.061898448,-0.061898448,-0.061898448,0,0.123796895,0,-0.061898448,0,0,0,-0.061898448,0,0,0,0.061898448,-0.18569534,-0.123796895,-0.061898448,-0.123796895,0.061898448,-0.061898448,0,0.061898448,-0.061898448,-0.061898448,-0.061898448,0,-0.061898448,0,0,0.061898448,0,-0.061898448,0,0,0,0,0,-0.061898448,-0.123796895,0,0,0,-0.061898448,-0.061898448,0.061898448,0,0,0,0.061898448,0.061898448,0.061898448,0,0,0.061898448,0,0.061898448,-0.061898448,0,0.123796895,0.061898448,-0.061898448,0,0.061898448,0,0,0,0,0.061898448,0,0.123796895,0,0,0.061898448,0,0.123796895,0,0,0,0,0.123796895,-0.123796895,0,-0.061898448,0,-0.061898448,0,0,0,-0.061898448,0,-0.123796895,0,0,0,0,0,0,0,-0.123796895,0.123796895,0,-0.061898448,0,0,0,0,0,0.061898448,0,0,0,0,0,0,0,-0.061898448,-0.061898448,-0.061898448,0.061898448,0,0.123796895,0,0,0,-0.061898448,0.061898448,-0.061898448,-0.061898448,-0.123796895,0,-0.061898448,0,0.061898448,-0.061898448,0,0.061898448,0,0,-0.061898448,-0.061898448,0,0,0.061898448,0,0.061898448,0,-0.061898448,0.061898448,0,0,0,0,-0.123796895,0,-0.061898448,0.061898448,0,0,0,0.123796895,0,0,0,-0.061898448,0.061898448,0.061898448,-0.123796895,0.061898448,0,0,0,0,0,0,0.061898448,0,-0.061898448,0.061898448,-0.061898448,0.061898448,0.061898448,0,0,-0.061898448,0,0,0.061898448,0,0.123796895,0.123796895,0,0,0,0,0,0.123796895,0,0.061898448,0.061898448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061898448,0.061898448,0,-0.061898448,0,0,-0.061898448,0.061898448,0,0.061898448,0,0,0,0.061898448,0,0,0.061898448,0,0,0,0,0,-0.061898448,0.061898448,0,0,0,0,-0.061898448,0,0,-0.123796895,0.061898448,0,0.061898448,0,0.061898448,-0.061898448,0,0,-0.061898448,-0.061898448,0,0,0,0.061898448,0,0.123796895,0.123796895,0.061898448,-0.061898448,0,0,0]","pre school","ahmedabad","gujarat","2026-05-13 04:55:12.103024+00",
"4","Rangoli Preschool Chandkheda | Play School in Ahmedabad | Best Preschool in Ahmedabad","Preschool","4.8","18","B, Simaran, Devrath Bunglows, B-1, 1, Sakal Street, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424","099988 89759","https://www.rangolischool.co.in/",,"https://www.google.com/maps/place/Rangoli+Preschool+Chandkheda+%7C+Play+School+in+Ahmedabad+%7C+Best+Preschool+in+Ahmedabad/@23.1141162,72.5252889,13z/data=!4m10!1m2!2m1!1spre+school+ahmedabad+gujarat+india!3m6!1s0x395e8230dfaaaaab:0x4bc9fe646e5cfab9!8m2!3d23.1141162!4d72.6015066!15sCiJwcmUgc2Nob29sIGFobWVkYWJhZCBndWphcmF0IGluZGlhWiQiInByZSBzY2hvb2wgYWhtZWRhYmFkIGd1amFyYXQgaW5kaWGSAQlwcmVzY2hvb2zgAQA!16s%2Fg%2F11g9qctm9d?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","[0,0,0,0,0,0,0,0,0.034985572,-0.034985572,0,0,0.069971144,-0.034985572,0,0.034985572,0,-0.10495672,0,-0.069971144,-0.034985572,0.034985572,-0.069971144,-0.10495672,-0.069971144,-0.034985572,0.034985572,0.069971144,0.034985572,0,0,-0.034985572,-0.069971144,-0.034985572,0,0,-0.069971144,-0.034985572,0,0,0,0,0,0,-0.069971144,0,0.17492786,0.034985572,0.034985572,0.10495672,0.034985572,0.034985572,-0.069971144,0,0,0,0,0.034985572,0.034985572,0,-0.034985572,0,0.034985572,0,0.034985572,0.13994229,0,0.034985572,0,-0.034985572,0,0,-0.034985572,-0.069971144,0,0,0.034985572,0.034985572,-0.069971144,0,-0.034985572,-0.069971144,-0.10495672,0,0,0,-0.20991343,-0.034985572,0,0.10495672,0,0.034985572,0.034985572,0,0,0,0,-0.034985572,0,0,0.10495672,0,-0.034985572,0.034985572,0,-0.13994229,0,0,0,0,0,-0.069971144,0,0,0.034985572,-0.034985572,0.10495672,0,0,-0.10495672,-0.069971144,0,0,0,0,-0.069971144,0,-0.13994229,0,-0.034985572,0,0,-0.20991343,-0.13994229,-0.10495672,0,-0.034985572,-0.034985572,-0.034985572,0.10495672,0.034985572,0.069971144,-0.034985572,-0.034985572,-0.034985572,0,0,0.069971144,0,0.034985572,0,0,-0.034985572,0,0,-0.069971144,-0.10495672,0,-0.034985572,0,-0.034985572,0,0.069971144,0.034985572,-0.034985572,0,0,0,0,0,0.034985572,0,0.034985572,0.10495672,-0.069971144,-0.10495672,0,0,-0.034985572,-0.034985572,0.034985572,-0.069971144,-0.034985572,0,0,0.034985572,0,0.034985572,-0.034985572,0,0.034985572,0.069971144,0,-0.069971144,0,0,-0.069971144,-0.10495672,-0.20991343,0,0.069971144,0,0,0.034985572,-0.069971144,0,-0.034985572,0.034985572,-0.31487015,-0.10495672,0,-0.10495672,0,0.034985572,0,0,0.034985572,0.034985572,0,0,-0.034985572,-0.069971144,0,0,0,0.10495672,0,0,0,0.10495672,0,-0.069971144,-0.034985572,0,0.034985572,0,-0.13994229,-0.034985572,0.034985572,0,0,0.034985572,-0.034985572,0,-0.034985572,0.034985572,0,0.034985572,-0.034985572,0.034985572,0.034985572,0,-0.034985572,0.10495672,0.034985572,0.034985572,-0.034985572,0,0,0,0,0.034985572,0,0,0,0,0,0,-0.034985572,0,-0.034985572,-0.069971144,0,0,0,-0.034985572,0.034985572,0,0,0,0.034985572,-0.069971144,-0.034985572,0.034985572,-0.034985572,0,-0.034985572,0.034985572,0,0,0.034985572,-0.069971144,-0.034985572,-0.034985572,0,0.034985572,0,0,0.034985572,-0.034985572,0.034985572,0,0,0,0,0,0,0,0,-0.034985572,-0.034985572,0,0,0.13994229,-0.034985572,0.069971144,0,0,-0.034985572,0.034985572,0.034985572,0,0,0,0,0,0,-0.034985572,-0.034985572,0,0,0,0,0,0,-0.069971144,0,0.069971144,0,0,-0.034985572,-0.034985572,0.069971144,0.034985572,0,-0.069971144,0.069971144,0,-0.034985572,0.034985572,0,0,-0.034985572,0.034985572,0.10495672,0,0,-0.034985572,0,0,0.069971144,-0.10495672,0,0,0.034985572,0,0.10495672,-0.13994229,0.034985572,0,0,-0.034985572,0,0,0.069971144,0,0.034985572,0.13994229,0,0.034985572,0,0,0,0]","pre school","ahmedabad","gujarat","2026-05-13 04:55:25.107344+00",
"5","EuroKids PreSchool in Chandkheda, Ahmedabad","Preschool","4.9","179","No. 8, Chandramauli Bungalows, New CG Rd, behind Sharan Residency, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424","093774 77999","https://www.eurokidsindia.com/preschool-in-ahmedabad/new-cg-road/?utm_source=google&utm_medium=organic&utm_id=gmb_listing",,"https://www.google.com/maps/place/EuroKids+PreSchool+in+Chandkheda,+Ahmedabad/@23.1129165,72.5133068,13z/data=!4m10!1m2!2m1!1spre+school+ahmedabad+gujarat+india!3m6!1s0x395e83b566d032c1:0x70554f35644db51d!8m2!3d23.1129165!4d72.5895245!15sCiJwcmUgc2Nob29sIGFobWVkYWJhZCBndWphcmF0IGluZGlhWiQiInByZSBzY2hvb2wgYWhtZWRhYmFkIGd1amFyYXQgaW5kaWGSAQlwcmVzY2hvb2zgAQA!16s%2Fg%2F119v_lcd3?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","[0,0,0,0,0,0,-0.041848697,0.041848697,0.08369739,0,0,-0.08369739,0,-0.08369739,0,-0.041848697,0,-0.08369739,0,-0.08369739,-0.041848697,0,0.041848697,-0.08369739,-0.08369739,0,0,0.20924349,0,0,0,0,0.041848697,0,0,0,-0.1255461,-0.08369739,-0.041848697,0,0,0,0,0,-0.08369739,0,0.08369739,0.041848697,0,0,0.041848697,0,0,-0.041848697,0,0,0,0.041848697,0,0.041848697,0,0,0,0,0,0.08369739,0,0,0,-0.1255461,0,0,-0.041848697,-0.08369739,0,0.041848697,0.041848697,0.08369739,-0.1255461,-0.041848697,0,-0.041848697,-0.1255461,0,0,0,-0.16739479,-0.041848697,0,0.041848697,0,0.08369739,0.041848697,0,0,0,0,-0.1255461,0.041848697,0,0.08369739,0,-0.041848697,0.08369739,0,-0.08369739,0,0,0,0,0,-0.041848697,0,0,0.08369739,0,0.041848697,0,0,-0.08369739,-0.041848697,0,0.041848697,0.041848697,0.041848697,-0.08369739,0,-0.08369739,0,0,0,0,-0.20924349,-0.08369739,-0.041848697,-0.041848697,0,0,-0.041848697,0.1255461,0,0.08369739,-0.041848697,0,0,0,0,0.041848697,0.041848697,0,0.041848697,0,0,0.041848697,0,-0.08369739,-0.08369739,0,0,0,-0.041848697,0,0.041848697,0.041848697,0,0,0,0,0.041848697,-0.041848697,0,0,0,0.1255461,-0.041848697,-0.041848697,0,0,0,0,-0.041848697,-0.041848697,0.041848697,0,0,0.041848697,0.041848697,0,0,0,0.041848697,0,-0.08369739,-0.1255461,0,0,-0.08369739,-0.041848697,-0.16739479,0.041848697,0.041848697,0,-0.041848697,0.1255461,0.041848697,0,-0.08369739,0,-0.2510922,0,0,-0.08369739,0,0.041848697,0.041848697,0,0,0,0.041848697,0,0.08369739,0,0,0,0,0.08369739,0,0,0,0,0,-0.1255461,-0.041848697,0,-0.041848697,0,-0.041848697,0,0.041848697,0.041848697,0,0.041848697,0,0,-0.041848697,0,-0.041848697,0,-0.041848697,0,0,0,0,0.08369739,0.08369739,0,-0.08369739,-0.041848697,0.041848697,0,0,0.041848697,0,0,0,0,-0.041848697,0.041848697,-0.041848697,0,-0.041848697,-0.08369739,0,-0.041848697,-0.041848697,0,0,0,0,0.041848697,0,-0.041848697,0,0,-0.041848697,-0.041848697,-0.041848697,0.08369739,0,0,0,-0.16739479,0,-0.08369739,0,0,0,0,0,0,0.041848697,0,-0.041848697,0,0,0,0,-0.041848697,0,-0.08369739,0,-0.041848697,0,0.1255461,-0.041848697,0.041848697,0,0,0,0.041848697,0.041848697,0,0,0,0,0,0.041848697,-0.041848697,0,0,0,0,0,0,0,0.041848697,0,0.08369739,0.041848697,0,0,-0.041848697,0.1255461,0,0,0,0,0,0,0,0.041848697,0,0,0,0.16739479,0,0,-0.041848697,-0.08369739,0,0.041848697,-0.16739479,0,0,0,0,0.1255461,-0.08369739,0.041848697,0.041848697,0,-0.16739479,0.041848697,0,0.041848697,0,0.041848697,0.08369739,0,0.041848697,0,-0.041848697,0,-0.041848697]","pre school","ahmedabad","gujarat","2026-05-13 04:55:38.111118+00",
"6","NOAH'S ARK Preschoolers - Preschool in Motera","Preschool","4.7","131","Krupa Residency, A/6, opp. Swastik School, Motera, Ahmedabad, Gujarat 380005","098250 28096","https://noahsarkpreschoolers.com/",,"https://www.google.com/maps/place/NOAH'S+ARK+Preschoolers+-+Preschool+in+Motera/@23.1045289,72.5259637,13z/data=!4m10!1m2!2m1!1spre+school+ahmedabad+gujarat+india!3m6!1s0x395e83d050513911:0x894549e96549711c!8m2!3d23.1045289!4d72.6021814!15sCiJwcmUgc2Nob29sIGFobWVkYWJhZCBndWphcmF0IGluZGlhWiQiInByZSBzY2hvb2wgYWhtZWRhYmFkIGd1amFyYXQgaW5kaWGSAQlwcmVzY2hvb2yaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFHVWs1c2NHWmtSM2hNWWxWbmQxTnROREZoTTJ0NVZEQkdNVXhXUlJBQuABAPoBBAgUEEQ!16s%2Fg%2F11gfh6k751?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","[0.048507124,0.1940285,0,0,0,0,-0.048507124,0,0,0,-0.048507124,-0.09701425,0.048507124,0,0,0.09701425,0.048507124,0,0,-0.048507124,0.048507124,0,0,-0.14552137,0,0,0,0,0,0,0.048507124,0,0.048507124,0.048507124,0,0,0,-0.09701425,0.09701425,0.048507124,0,0.048507124,0,0,0,0.048507124,0.1940285,0,0,0,0,0,0,0.048507124,0,-0.048507124,0.048507124,0,0,-0.09701425,0,-0.048507124,-0.048507124,0,0,0.1940285,0,0,0,0,0,0,0,0.09701425,0,0,0,0.048507124,-0.09701425,0.09701425,-0.048507124,0,-0.048507124,0,0,-0.048507124,-0.1940285,0,-0.048507124,0.048507124,-0.09701425,-0.048507124,0.048507124,0.048507124,0,0,0.048507124,0,0,0,0.048507124,0,0,0.048507124,0,-0.1940285,0,0,0,0,0,-0.048507124,0,0,0.09701425,0,0.048507124,0.048507124,0,-0.14552137,0,0.048507124,-0.048507124,0,0.048507124,0,0,-0.09701425,0.048507124,0.048507124,0,0,-0.14552137,-0.1940285,0,-0.048507124,0,-0.048507124,-0.048507124,0,0,0,-0.048507124,0,0,0,0,0.048507124,0,0.09701425,0,0,0,0,0,0,-0.14552137,0,0,-0.048507124,-0.048507124,0,0.048507124,0,0,-0.048507124,0,0,0.048507124,0.048507124,0,0,0,0.09701425,-0.048507124,0,0,0.048507124,-0.14552137,0,-0.048507124,0,0,0,0,0,0,0.09701425,0,-0.048507124,0,0,-0.048507124,0,0,0,0.048507124,-0.048507124,-0.1940285,0,0,0,-0.09701425,0.048507124,0.048507124,0,0,0,-0.14552137,0,0,-0.048507124,0,0,0,0,0,0,-0.09701425,0,0,0,-0.048507124,0,0,0.09701425,0,0,0.048507124,0,0,0,0,-0.09701425,-0.048507124,0,0,0,0.048507124,0.048507124,0,0.048507124,-0.048507124,0,-0.048507124,0,-0.048507124,0,0,0,0,0,0,0,0,0,0,0,-0.048507124,-0.048507124,0.09701425,0,0.048507124,0,0,0,0,0,0,0,-0.14552137,0,-0.09701425,-0.09701425,0,-0.048507124,0,0.048507124,0,0,-0.09701425,-0.048507124,0.048507124,0,0,-0.048507124,-0.048507124,0,0,0,0,0,0,0,0,0,0,0,0.048507124,0.09701425,0,0.048507124,0,0,0,0,0,0,0.048507124,0,0.048507124,0,0,0.14552137,0,0.048507124,0,0,0,0,0,-0.048507124,0,0,0,0,-0.048507124,-0.048507124,-0.09701425,0,0,0,0,-0.048507124,0,0,0,0.048507124,0,-0.048507124,0.048507124,0.048507124,0,0.048507124,0.048507124,0,0,0,0,0,0,0.048507124,0.048507124,0,-0.048507124,0,0,0,0,0,0,0,0,-0.048507124,0.048507124,0,0.1940285,-0.14552137,-0.048507124,0,0,0.048507124,0.09701425,0.048507124,0,0,0,0.14552137,0.048507124,0.09701425,-0.048507124,-0.048507124,0,0]","pre school","ahmedabad","gujarat","2026-05-13 04:55:51.217646+00",
